user_id,name,email,phone,event_user_id,event_name,event_ts
10334,User 10334,user10334@company.com,+1-449-4966,10334,logout,2025-02-14 22:00:00Z
10335,User 10335,user10335@company.com,+1-399-4658,10335,login,2025-02-14 23:00:00Z
10336,User 10336,user10336@company.com,+1-399-2908,10336,login,2025-02-14 19:00:00
10337,User 10337,user10337@company.com,+1-203-1286,10337,view,2025-02-15 01:00:00Z
10338,User 10338,user10338@company.com,+1-477-5512,10338,logout,2025-02-14 21:00:00
10339,User 10339,user10339@company.com,987-6319,10339,login,2025-02-15 03:00:00Z
10340,User 10340,user10340@company.com,+1-681-9300,10340,view,2025-02-15 04:00:00Z
10341,User 10341,user10341@company.com,400-6065,10341,logout,2025-02-15 05:00:00Z
10342,User 10342,user10342@company.com,+1-882-4487,10342,logout,2025-02-15 06:00:00Z
10343,User 10343,user10343@company.com,416-1019,10343,logout,2025-02-15 07:00:00Z
10344,User 10344,user10344@company.com,+1-673-1788,10344,view,2025-02-15 03:00:00
10345,User 10345,user10345@company.com,848-3259,10345,purchase,2025-02-15 09:00:00Z
10346,User 10346,user10346@company.com,+1-815-4886,10346,login,2025-02-15 10:00:00Z
10347,User 10347,user10347@company.com,+1-692-2538,10347,login,2025-02-15 11:00:00Z
10348,User 10348,user10348@company.com,+1-739-8794,10348,login,2025-02-15 12:00:00Z
10349,User 10349,user10349@company.com,+1-956-1216,10349,purchase,2025-02-15 13:00:00Z
10350,User 10350,user10350@company.com,+1-729-6313,1010349,purchase,2025-02-15 14:00:00Z
10351,User 10351,user10351@company.com,+1-557-7249,10351,login,2025-02-15 15:00:00Z
10352,User 10352,user10352@company.com,+1-558-3794,10352,login,2025-02-15 16:00:00Z
10353,User 10353,user10353@company.com,+1-411-6081,10353,login,2025-02-15 17:00:00Z
10354,User 10354,user10354@company.com,+1-763-7903,10354,login,2025-02-15 18:00:00Z
10355,User 10355,user10355@company.com,+1-859-8056,10355,login,2025-02-15 19:00:00Z
10356,User 10356,user10356@company.com,+1-383-2609,10356,purchase,2025-02-15 20:00:00Z
10357,User 10357,user10357@company.com,+1-500-7551,10357,login,2025-02-15 21:00:00Z
10358,User 10358,user10358@company.com,+1-524-9210,10358,view,2025-02-15 22:00:00Z
10359,User 10359,user10359@company.com,+1-360-1843,10359,login,2025-02-15 23:00:00Z
10360,,user10360@company.com,,10360,,
10361,User 10361,user10361@company.com,736-8908,10361,view,2025-02-15 20:00:00
10362,User 10362,user10362@company.com,+1-234-3035,10362,login,2025-02-16 02:00:00Z
10363,User 10363,user10363@company.com,+1-821-2708,10363,login,2025-02-16 03:00:00Z
10364,User 10364,user10364@company.com,+1-960-9214,10364,login,2025-02-15 23:00:00
10365,User 10365,USER10365@COMPANY.COM,+1-875-7275,10365,login,2025-02-16 00:00:00
10366,User 10366,user10366@company.com,+1-567-4347,10366,view,2025-02-16 06:00:00Z
10367,User 10367,user10367@company.com,+1-293-9476,1010366,view,2025-02-16 02:00:00
10368,,user10368@company.com,,10368,,
10369,User 10369,user10369@company.com,+1-711-6085,10369,view,2025-02-16 09:00:00Z
10370,User 10370,user10370@company.com,+1-799-8339,10370,view,2025-02-16 10:00:00Z
10371,User 10371,user10371@company.com,+1-778-6324,10371,login,2025-02-16 11:00:00Z
10372,User 10372,user10372@company.com,+1-436-6183,10372,purchase,2025-02-16 12:00:00Z
10373,User 10373,user10373@company.com,+1-252-3662,10373,purchase,2025-02-16 08:00:00
10374,User 10374,user10374@company.com,+1-785-6457,10374,logout,2025-02-16 14:00:00Z
10375,,user10375@company.com,,10375,,
10376,User 10376,user10376@company.com,410-7647,10376,logout,2025-02-16 16:00:00Z
10377,User 10377,user10377@company.com,+1-259-8240,10377,logout,2025-02-16 12:00:00
10378,User 10378,user10378@company.com,830-2644,10378,login,2025-02-16 18:00:00Z
10379,User 10379,user10379@company.com,+1-720-3720,10379,view,2025-02-16 14:00:00
10380,User 10380,user10380@company.com,+1-319-2986,10380,view,2025-02-16 20:00:00Z
10381,User 10381,user10381@company.com,785-1269,10381,purchase,2025-02-16 21:00:00Z
10382,User 10382,user10382@company.com,288-4065,10382,view,2025-02-16 22:00:00Z
10383,User 10383,user10383@company.com,+1-824-4852,10383,logout,2025-02-16 23:00:00Z
10384,,user10384@company.com,,10384,,
10385,User 10385,user10385@company.com,855-8222,10385,view,2025-02-17 01:00:00Z
10386,User 10386,user10386@company.com,+1-967-6166,10386,logout,2025-02-17 02:00:00Z
10387,User 10387,user10387@company.com,+1-688-3087,1010386,purchase,2025-02-17 03:00:00Z
10388,User 10388,user10388@company.com,+1-898-7720,10388,purchase,2025-02-17 04:00:00Z
10389,User 10389,user10389@company.com,+1-317-1649,10389,purchase,2025-02-17 05:00:00Z
10390,User 10390,user10390@company.com,690-7875,10390,login,2025-02-17 06:00:00Z
10391,User 10391,user10391@company.com,942-3762,10391,login,2025-02-17 07:00:00Z
10392,User 10392,user10392@company.com,+1-377-9855,10392,logout,2025-02-17 08:00:00Z
10393,User 10393,user10393@company.com,+1-896-3528,10393,login,2025-02-17 09:00:00Z
10394,User 10394,user10394@company.com,+1-954-3737,10394,purchase,2025-02-17 10:00:00Z
10395,User 10395,user10395@company.com,+1-971-8869,10395,login,2025-02-17 11:00:00Z
10396,User 10396,user10396@company.com,+1-709-3364,10396,view,2025-02-17 12:00:00Z
10397,User 10397,user10397@company.com,+1-719-9072,10397,logout,2025-02-17 13:00:00Z
10398,User 10398,user10398@company.com,+1-960-1190,10398,login,2025-02-17 14:00:00Z
10399,User 10399,user10399@company.com,+1-969-9788,10399,purchase,2025-02-17 15:00:00Z
10400,User 10400,user10400@company.com,496-8575,10400,purchase,2025-02-17 16:00:00Z
10401,User 10401,user10401@company.com,+1-802-4680,10401,logout,2025-02-17 17:00:00Z
10402,User 10402,user10402@company.com,+1-921-8443,1010401,login,2025-02-17 18:00:00Z
10403,User 10403,user10403@company.com,+1-351-9129,1010402,login,2025-02-17 19:00:00Z
10404,User 10404,user10404@company.com,+1-721-8761,10404,view,2025-02-17 20:00:00Z
10405,User 10405,user10405@company.com,+1-959-2765,10405,view,2025-02-17 21:00:00Z
10406,User 10406,user10406@company.com,+1-873-1283,10406,view,2025-02-17 22:00:00Z
10407,User 10407,user10407@company.com,+1-443-5016,10407,logout,2025-02-17 23:00:00Z
10408,User 10408,user10408@company.com,+1-686-9812,10408,purchase,2025-02-18 00:00:00Z
10409,User 10409,user10409@company.com,+1-941-5260,10409,view,2025-02-18 01:00:00Z
10410,User 10410,user10410@company.com,+1-715-4738,10410,logout,2025-02-17 21:00:00
10411,User 10411,user10411@company.com,224-4398,10411,logout,2025-02-18 03:00:00Z
10412,User 10412,user10412@company.com,+1-301-6468,10412,logout,2025-02-18 04:00:00Z
10413,User 10413,user10413@company.com,+1-952-8888,10413,view,2025-02-18 05:00:00Z
10414,User 10414,user10414@company.com,+1-442-8566,10414,login,2025-02-18 06:00:00Z
10415,User 10415,user10415@company.com,+1-214-1126,10415,view,2025-02-18 07:00:00Z
10416,User 10416,user10416@company.com,+1-838-4513,1010415,login,2025-02-18 08:00:00Z
10417,User 10417,USER10417@COMPANY.COM,+1-436-1370,10417,purchase,2025-02-18 09:00:00Z
10418,User 10418,USER10418@COMPANY.COM,+1-247-4154,10418,logout,2025-02-18 10:00:00Z
10419,,user10419@company.com,,10419,,
10420,User 10420,user10420@company.com,+1-906-2187,10420,purchase,2025-02-18 12:00:00Z
10421,User 10421,user10421@company.com,+1-903-7321,10421,view,2025-02-18 13:00:00Z
10422,User 10422,user10422@company.com,+1-618-3656,1010421,purchase,2025-02-18 14:00:00Z
10423,User 10423,user10423@company.com,+1-944-3702,10423,logout,2025-02-18 10:00:00
10424,User 10424,user10424@company.com,+1-319-6456,1010423,logout,2025-02-18 16:00:00Z
10425,User 10425,user10425@company.com,+1-935-5122,1010424,view,2025-02-18 17:00:00Z
10426,,USER10426@COMPANY.COM,,10426,,
10427,User 10427,user10427@company.com,+1-846-2311,10427,purchase,2025-02-18 19:00:00Z
10428,User 10428,user10428@company.com,+1-752-1475,10428,purchase,2025-02-18 20:00:00Z
10429,User 10429,user10429@company.com,+1-363-9662,10429,purchase,2025-02-18 21:00:00Z
10430,User 10430,user10430@company.com,+1-862-5444,10430,purchase,2025-02-18 17:00:00
10431,User 10431,user10431@company.com,+1-537-5542,10431,logout,2025-02-18 23:00:00Z
10432,User 10432,user10432@company.com,576-5656,10432,view,2025-02-18 19:00:00
10433,User 10433,user10433@company.com,+1-614-7509,10433,view,2025-02-19 01:00:00Z
10434,User 10434,user10434@company.com,+1-575-9710,1010433,login,2025-02-19 02:00:00Z
10435,User 10435,user10435@company.com,+1-844-3242,10435,login,2025-02-19 03:00:00Z
10436,User 10436,user10436@company.com,+1-998-1063,10436,view,2025-02-18 23:00:00
10437,User 10437,user10437@company.com,+1-994-5798,10437,login,2025-02-19 00:00:00
10438,User 10438,user10438@company.com,+1-463-7369,10438,login,2025-02-19 06:00:00Z
10439,User 10439,user10439@company.com,+1-474-4883,10439,login,2025-02-19 02:00:00
10440,User 10440,user10440@company.com,+1-728-3296,10440,logout,2025-02-19 03:00:00
10441,User 10441,user10441@company.com,+1-321-5742,10441,purchase,2025-02-19 09:00:00Z
10442,User 10442,user10442@company.com,+1-765-7695,10442,purchase,2025-02-19 10:00:00Z
10443,User 10443,user10443@company.com,+1-344-5068,10443,logout,2025-02-19 11:00:00Z
10444,User 10444,user10444@company.com,+1-885-9707,1010443,view,2025-02-19 12:00:00Z
10445,User 10445,user10445@company.com,834-6387,10445,logout,2025-02-19 13:00:00Z
10446,User 10446,user10446@company.com,396-5643,10446,view,2025-02-19 14:00:00Z
10447,User 10447,user10447@company.com,+1-792-1784,10447,login,2025-02-19 15:00:00Z
10448,User 10448,user10448@company.com,289-5931,10448,view,2025-02-19 16:00:00Z
10449,User 10449,user10449@company.com,+1-932-1837,10449,logout,2025-02-19 12:00:00
10450,User 10450,user10450@company.com,+1-319-1618,10450,login,2025-02-19 18:00:00Z
10451,User 10451,user10451@company.com,396-8319,10451,view,2025-02-19 14:00:00
10452,User 10452,user10452@company.com,+1-510-8784,10452,login,2025-02-19 20:00:00Z
10453,User 10453,user10453@company.com,269-5471,10453,login,2025-02-19 21:00:00Z
10454,User 10454,user10454@company.com,+1-417-3352,10454,logout,2025-02-19 22:00:00Z
10455,User 10455,user10455@company.com,+1-365-3178,10455,view,2025-02-19 18:00:00
10456,User 10456,user10456@company.com,+1-874-7480,10456,view,2025-02-20 00:00:00Z
10457,User 10457,user10457@company.com,+1-566-1079,10457,login,2025-02-20 01:00:00Z
10458,User 10458,user10458@company.com,+1-701-6664,10458,login,2025-02-19 21:00:00
10459,User 10459,user10459@company.com,+1-455-5034,10459,view,2025-02-20 03:00:00Z
10460,User 10460,user10460@company.com,439-9331,10460,logout,2025-02-20 04:00:00Z
10461,User 10461,user10461@company.com,+1-899-7787,10461,view,2025-02-20 05:00:00Z
10462,User 10462,user10462@company.com,419-4408,10462,login,2025-02-20 06:00:00Z
10463,User 10463,user10463@company.com,490-6870,10463,view,2025-02-20 07:00:00Z
10464,User 10464,user10464@company.com,+1-356-2109,10464,logout,2025-02-20 08:00:00Z
10465,User 10465,user10465@company.com,+1-256-1574,10465,purchase,2025-02-20 09:00:00Z
10466,User 10466,user10466@company.com,+1-902-7821,10466,logout,2025-02-20 10:00:00Z
10467,User 10467,user10467@company.com,+1-448-6491,10467,login,2025-02-20 11:00:00Z
10468,User 10468,user10468@company.com,+1-965-4000,10468,purchase,2025-02-20 07:00:00
10469,User 10469,user10469@company.com,548-7223,10469,logout,2025-02-20 08:00:00
10470,User 10470,USER10470@COMPANY.COM,+1-333-8927,10470,logout,2025-02-20 14:00:00Z
10471,User 10471,user10471@company.com,+1-474-2801,10471,view,2025-02-20 15:00:00Z
10472,User 10472,user10472@company.com,211-5451,10472,logout,2025-02-20 16:00:00Z
10473,User 10473,user10473@company.com,+1-485-1950,10473,purchase,2025-02-20 17:00:00Z
10474,,user10474@company.com,,10474,,
10475,User 10475,user10475@company.com,+1-948-3450,10475,login,2025-02-20 19:00:00Z
10476,User 10476,user10476@company.com,+1-295-5960,10476,logout,2025-02-20 20:00:00Z
10477,User 10477,user10477@company.com,+1-454-8406,10477,login,2025-02-20 16:00:00
10478,User 10478,user10478@company.com,+1-220-1589,1010477,view,2025-02-20 17:00:00
10479,User 10479,USER10479@COMPANY.COM,+1-530-3827,1010478,view,2025-02-20 23:00:00Z
10480,User 10480,user10480@company.com,+1-993-1898,1010479,logout,2025-02-21 00:00:00Z
10481,User 10481,user10481@company.com,+1-812-1729,10481,logout,2025-02-21 01:00:00Z
10482,User 10482,user10482@company.com,+1-532-4684,10482,view,2025-02-21 02:00:00Z
10483,User 10483,user10483@company.com,991-3286,1010482,purchase,2025-02-21 03:00:00Z
10484,User 10484,user10484@company.com,+1-719-8755,10484,purchase,2025-02-21 04:00:00Z
10485,User 10485,user10485@company.com,+1-655-5353,1010484,purchase,2025-02-21 00:00:00
10486,User 10486,user10486@company.com,+1-371-3675,10486,logout,2025-02-21 06:00:00Z
10487,User 10487,user10487@company.com,+1-731-5575,10487,login,2025-02-21 02:00:00
10488,User 10488,user10488@company.com,342-3775,10488,view,2025-02-21 08:00:00Z
10489,User 10489,user10489@company.com,+1-334-8205,10489,purchase,2025-02-21 09:00:00Z
10490,User 10490,user10490@company.com,+1-206-1321,10490,login,2025-02-21 10:00:00Z
10491,User 10491,user10491@company.com,+1-718-6556,10491,purchase,2025-02-21 11:00:00Z
10492,User 10492,user10492@company.com,787-1191,10492,view,2025-02-21 12:00:00Z
10493,User 10493,user10493@company.com,+1-536-4756,10493,logout,2025-02-21 08:00:00
10494,User 10494,user10494@company.com,+1-660-5670,10494,login,2025-02-21 14:00:00Z
10495,User 10495,user10495@company.com,+1-916-2026,1010494,login,2025-02-21 15:00:00Z
10496,User 10496,user10496@company.com,+1-714-8149,10496,login,2025-02-21 16:00:00Z
10497,User 10497,user10497@company.com,+1-352-5003,10497,purchase,2025-02-21 17:00:00Z
10498,User 10498,user10498@company.com,+1-647-8014,10498,logout,2025-02-21 18:00:00Z
10499,User 10499,user10499@company.com,+1-509-3522,10499,purchase,2025-02-21 19:00:00Z
10500,User 10500,user10500@company.com,+1-633-5299,10500,purchase,2025-02-21 15:00:00
10501,User 10501,user10501@company.com,+1-774-2283,10501,logout,2025-02-21 21:00:00Z
10502,User 10502,user10502@company.com,+1-563-6988,10502,logout,2025-02-21 22:00:00Z
10503,User 10503,user10503@company.com,+1-316-2389,10503,login,2025-02-21 18:00:00
10504,User 10504,user10504@company.com,662-6118,10504,view,2025-02-22 00:00:00Z
10505,User 10505,user10505@company.com,+1-566-6879,10505,logout,2025-02-22 01:00:00Z
10506,User 10506,user10506@company.com,+1-367-4783,10506,purchase,2025-02-22 02:00:00Z
10507,User 10507,user10507@company.com,740-8445,10507,logout,2025-02-22 03:00:00Z
10508,User 10508,USER10508@COMPANY.COM,+1-836-9917,10508,purchase,2025-02-22 04:00:00Z
10509,User 10509,user10509@company.com,+1-990-7874,10509,login,2025-02-22 05:00:00Z
10510,User 10510,user10510@company.com,+1-994-2438,10510,view,2025-02-22 06:00:00Z
10511,User 10511,user10511@company.com,+1-392-2330,10511,purchase,2025-02-22 07:00:00Z
10512,User 10512,user10512@company.com,+1-720-3163,10512,login,2025-02-22 08:00:00Z
10513,User 10513,user10513@company.com,503-4261,10513,view,2025-02-22 09:00:00Z
10514,User 10514,user10514@company.com,405-7085,10514,purchase,2025-02-22 10:00:00Z
10515,User 10515,user10515@company.com,+1-846-9277,10515,logout,2025-02-22 06:00:00
10516,User 10516,user10516@company.com,+1-447-6660,10516,view,2025-02-22 07:00:00
10517,User 10517,user10517@company.com,+1-738-9959,1010516,view,2025-02-22 13:00:00Z
10518,,user10518@company.com,,10518,,
10519,User 10519,user10519@company.com,+1-820-4817,10519,purchase,2025-02-22 10:00:00
10520,User 10520,user10520@company.com,+1-795-1201,10520,logout,2025-02-22 16:00:00Z
10521,,user10521@company.com,,10521,,
10522,User 10522,user10522@company.com,+1-872-7546,10522,login,2025-02-22 13:00:00
10523,User 10523,user10523@company.com,+1-783-2686,10523,logout,2025-02-22 19:00:00Z
10524,User 10524,user10524@company.com,+1-539-2660,10524,purchase,2025-02-22 20:00:00Z
10525,User 10525,user10525@company.com,+1-797-4644,10525,view,2025-02-22 21:00:00Z
10526,User 10526,user10526@company.com,+1-654-3722,10526,view,2025-02-22 22:00:00Z
10527,User 10527,user10527@company.com,+1-412-5163,10527,purchase,2025-02-22 18:00:00
10528,User 10528,user10528@company.com,856-7801,10528,logout,2025-02-23 00:00:00Z
10529,User 10529,user10529@company.com,+1-238-4357,10529,purchase,2025-02-23 01:00:00Z
10530,User 10530,user10530@company.com,595-3538,10530,login,2025-02-23 02:00:00Z
10531,User 10531,user10531@company.com,959-2146,10531,logout,2025-02-23 03:00:00Z
10532,User 10532,user10532@company.com,+1-932-5779,10532,purchase,2025-02-22 23:00:00
10533,User 10533,user10533@company.com,+1-409-3523,10533,view,2025-02-23 05:00:00Z
10534,User 10534,user10534@company.com,+1-473-2158,1010533,login,2025-02-23 06:00:00Z
10535,User 10535,user10535@company.com,+1-339-3405,10535,login,2025-02-23 07:00:00Z
10536,User 10536,user10536@company.com,+1-990-2672,10536,logout,2025-02-23 08:00:00Z
10537,User 10537,user10537@company.com,+1-334-7186,10537,view,2025-02-23 04:00:00
10538,User 10538,user10538@company.com,+1-210-5213,10538,logout,2025-02-23 10:00:00Z
10539,User 10539,user10539@company.com,+1-494-3021,10539,purchase,2025-02-23 11:00:00Z
10540,User 10540,user10540@company.com,+1-903-9705,10540,login,2025-02-23 12:00:00Z
10541,User 10541,user10541@company.com,+1-520-8497,1010540,login,2025-02-23 13:00:00Z
10542,User 10542,user10542@company.com,399-5866,10542,purchase,2025-02-23 14:00:00Z
10543,,user10543@company.com,,10543,,
10544,User 10544,user10544@company.com,+1-266-8580,10544,logout,2025-02-23 16:00:00Z
10545,User 10545,user10545@company.com,408-3003,10545,purchase,2025-02-23 12:00:00
10546,User 10546,user10546@company.com,+1-761-8107,10546,view,2025-02-23 18:00:00Z
10547,User 10547,user10547@company.com,+1-487-6272,10547,view,2025-02-23 19:00:00Z
10548,User 10548,user10548@company.com,+1-675-1735,10548,login,2025-02-23 15:00:00
10549,User 10549,user10549@company.com,+1-250-1689,10549,view,2025-02-23 21:00:00Z
10550,User 10550,user10550@company.com,+1-279-7791,10550,view,2025-02-23 22:00:00Z
10551,User 10551,user10551@company.com,+1-360-3767,10551,purchase,2025-02-23 23:00:00Z
10552,User 10552,user10552@company.com,+1-996-8733,10552,purchase,2025-02-24 00:00:00Z
10553,User 10553,user10553@company.com,+1-451-7218,10553,login,2025-02-24 01:00:00Z
10554,User 10554,user10554@company.com,709-9278,10554,login,2025-02-24 02:00:00Z
10555,User 10555,user10555@company.com,+1-694-5916,10555,logout,2025-02-24 03:00:00Z
10556,User 10556,user10556@company.com,+1-902-9554,10556,login,2025-02-24 04:00:00Z
10557,User 10557,user10557@company.com,+1-328-1129,10557,purchase,2025-02-24 05:00:00Z
10558,User 10558,user10558@company.com,+1-343-7192,10558,view,2025-02-24 06:00:00Z
10559,User 10559,user10559@company.com,+1-634-4219,10559,logout,2025-02-24 07:00:00Z
10560,User 10560,user10560@company.com,+1-921-5346,10560,purchase,2025-02-24 08:00:00Z
10561,User 10561,user10561@company.com,+1-732-5946,10561,view,2025-02-24 09:00:00Z
10562,User 10562,user10562@company.com,+1-853-6849,10562,purchase,2025-02-24 05:00:00
10563,User 10563,user10563@company.com,426-2408,10563,login,2025-02-24 11:00:00Z
10564,User 10564,user10564@company.com,+1-735-5480,10564,logout,2025-02-24 12:00:00Z
10565,,user10565@company.com,,10565,,
10566,User 10566,user10566@company.com,+1-347-2529,10566,login,2025-02-24 09:00:00
10567,User 10567,user10567@company.com,+1-401-1547,10567,purchase,2025-02-24 15:00:00Z
10568,User 10568,user10568@company.com,922-8424,10568,purchase,2025-02-24 16:00:00Z
10569,User 10569,user10569@company.com,+1-615-3907,10569,view,2025-02-24 17:00:00Z
10570,User 10570,user10570@company.com,+1-960-3162,1010569,view,2025-02-24 18:00:00Z
10571,User 10571,user10571@company.com,868-3484,1010570,view,2025-02-24 19:00:00Z
10572,User 10572,user10572@company.com,+1-298-9384,10572,login,2025-02-24 15:00:00
10573,User 10573,user10573@company.com,426-6735,10573,view,2025-02-24 21:00:00Z
10574,User 10574,user10574@company.com,675-9379,10574,logout,2025-02-24 22:00:00Z
10575,User 10575,user10575@company.com,+1-532-8174,10575,login,2025-02-24 18:00:00
10576,User 10576,user10576@company.com,+1-324-8833,10576,login,2025-02-25 00:00:00Z
10577,User 10577,user10577@company.com,546-1795,10577,view,2025-02-25 01:00:00Z
10578,User 10578,user10578@company.com,+1-213-2009,10578,login,2025-02-24 21:00:00
10579,User 10579,user10579@company.com,+1-548-9106,10579,logout,2025-02-25 03:00:00Z
10580,User 10580,user10580@company.com,+1-594-7448,10580,login,2025-02-25 04:00:00Z
10581,User 10581,user10581@company.com,+1-545-7986,10581,logout,2025-02-25 05:00:00Z
10582,,USER10582@COMPANY.COM,,10582,,
10583,User 10583,user10583@company.com,561-3471,10583,view,2025-02-25 02:00:00
10584,User 10584,user10584@company.com,+1-629-4988,10584,view,2025-02-25 08:00:00Z
10585,User 10585,user10585@company.com,931-9625,1010584,logout,2025-02-25 09:00:00Z
10586,User 10586,user10586@company.com,+1-707-8592,10586,login,2025-02-25 10:00:00Z
10587,User 10587,user10587@company.com,+1-807-4212,10587,logout,2025-02-25 11:00:00Z
10588,User 10588,user10588@company.com,+1-667-5587,10588,login,2025-02-25 12:00:00Z
10589,User 10589,user10589@company.com,+1-327-6631,10589,view,2025-02-25 13:00:00Z
10590,User 10590,user10590@company.com,+1-694-5629,10590,logout,2025-02-25 14:00:00Z
10591,User 10591,user10591@company.com,+1-271-4354,10591,purchase,2025-02-25 10:00:00
10592,User 10592,user10592@company.com,+1-462-6108,10592,login,2025-02-25 16:00:00Z
10593,User 10593,user10593@company.com,+1-739-6258,10593,logout,2025-02-25 17:00:00Z
10594,User 10594,user10594@company.com,+1-794-4847,10594,view,2025-02-25 18:00:00Z
10595,User 10595,user10595@company.com,+1-250-1921,10595,view,2025-02-25 14:00:00
10596,User 10596,user10596@company.com,650-6964,10596,purchase,2025-02-25 20:00:00Z
10597,User 10597,user10597@company.com,586-8636,10597,logout,2025-02-25 16:00:00
10598,User 10598,user10598@company.com,+1-377-2555,10598,purchase,2025-02-25 22:00:00Z
10599,User 10599,user10599@company.com,+1-377-6683,10599,purchase,2025-02-25 18:00:00
10600,User 10600,user10600@company.com,+1-819-4516,10600,logout,2025-02-26 00:00:00Z
10601,User 10601,USER10601@COMPANY.COM,+1-708-5426,10601,logout,2025-02-26 01:00:00Z
10602,User 10602,USER10602@COMPANY.COM,+1-954-6738,10602,login,2025-02-25 21:00:00
10603,User 10603,user10603@company.com,+1-961-2984,1010602,view,2025-02-26 03:00:00Z
10604,User 10604,user10604@company.com,+1-760-3988,10604,login,2025-02-26 04:00:00Z
10605,User 10605,user10605@company.com,+1-420-6011,10605,view,2025-02-26 05:00:00Z
10606,User 10606,user10606@company.com,+1-872-7685,10606,purchase,2025-02-26 06:00:00Z
10607,User 10607,user10607@company.com,+1-804-3536,10607,view,2025-02-26 07:00:00Z
10608,User 10608,user10608@company.com,+1-562-4874,10608,purchase,2025-02-26 03:00:00
10609,User 10609,user10609@company.com,+1-846-3215,10609,purchase,2025-02-26 09:00:00Z
10610,User 10610,user10610@company.com,+1-305-3841,10610,view,2025-02-26 10:00:00Z
10611,User 10611,user10611@company.com,+1-800-4287,10611,view,2025-02-26 11:00:00Z
10612,User 10612,user10612@company.com,+1-882-5200,10612,login,2025-02-26 12:00:00Z
10613,User 10613,user10613@company.com,+1-480-1369,10613,logout,2025-02-26 08:00:00
10614,User 10614,user10614@company.com,+1-778-4210,1010613,logout,2025-02-26 14:00:00Z
10615,User 10615,user10615@company.com,+1-841-8008,10615,logout,2025-02-26 15:00:00Z
10616,User 10616,user10616@company.com,+1-970-3774,10616,login,2025-02-26 11:00:00
10617,,user10617@company.com,,10617,,
10618,,user10618@company.com,,10618,,
10619,User 10619,user10619@company.com,+1-786-7523,10619,login,2025-02-26 19:00:00Z
10620,User 10620,user10620@company.com,+1-420-8494,10620,logout,2025-02-26 20:00:00Z
10621,User 10621,user10621@company.com,+1-956-8000,10621,logout,2025-02-26 21:00:00Z
10622,User 10622,user10622@company.com,+1-974-9695,10622,view,2025-02-26 22:00:00Z
10623,User 10623,user10623@company.com,+1-959-7423,10623,login,2025-02-26 23:00:00Z
10624,User 10624,user10624@company.com,+1-346-8965,10624,logout,2025-02-27 00:00:00Z
10625,User 10625,user10625@company.com,+1-749-2790,10625,view,2025-02-27 01:00:00Z
10626,User 10626,user10626@company.com,+1-948-9979,1010625,logout,2025-02-27 02:00:00Z
10627,User 10627,user10627@company.com,+1-778-8952,10627,login,2025-02-26 22:00:00
10628,User 10628,user10628@company.com,+1-963-2251,10628,logout,2025-02-27 04:00:00Z
10629,User 10629,user10629@company.com,+1-675-5478,10629,purchase,2025-02-27 05:00:00Z
10630,User 10630,user10630@company.com,+1-326-6899,1010629,purchase,2025-02-27 06:00:00Z
10631,User 10631,user10631@company.com,+1-915-7274,10631,login,2025-02-27 02:00:00
10632,User 10632,user10632@company.com,+1-890-1561,10632,login,2025-02-27 08:00:00Z
10633,User 10633,user10633@company.com,+1-397-6076,10633,logout,2025-02-27 09:00:00Z
10634,User 10634,user10634@company.com,513-4732,10634,purchase,2025-02-27 05:00:00
10635,User 10635,user10635@company.com,+1-506-1443,10635,logout,2025-02-27 06:00:00
10636,User 10636,USER10636@COMPANY.COM,+1-736-4783,10636,view,2025-02-27 12:00:00Z
10637,User 10637,user10637@company.com,+1-831-8074,10637,purchase,2025-02-27 13:00:00Z
10638,User 10638,user10638@company.com,+1-926-8502,10638,view,2025-02-27 09:00:00
10639,User 10639,user10639@company.com,+1-530-9874,1010638,purchase,2025-02-27 15:00:00Z
10640,User 10640,user10640@company.com,+1-428-3773,10640,purchase,2025-02-27 11:00:00
10641,User 10641,user10641@company.com,+1-903-1327,10641,purchase,2025-02-27 17:00:00Z
10642,User 10642,user10642@company.com,+1-894-7090,10642,purchase,2025-02-27 13:00:00
10643,User 10643,user10643@company.com,465-6476,10643,view,2025-02-27 19:00:00Z
10644,User 10644,user10644@company.com,841-2339,10644,login,2025-02-27 15:00:00
10645,User 10645,user10645@company.com,+1-256-6888,10645,logout,2025-02-27 21:00:00Z
10646,User 10646,user10646@company.com,+1-243-5973,10646,login,2025-02-27 22:00:00Z
10647,User 10647,user10647@company.com,847-5007,10647,purchase,2025-02-27 18:00:00
10648,User 10648,user10648@company.com,+1-587-3820,10648,logout,2025-02-27 19:00:00
10649,User 10649,user10649@company.com,350-6606,10649,purchase,2025-02-27 20:00:00
10650,User 10650,user10650@company.com,+1-503-4042,10650,login,2025-02-28 02:00:00Z
10651,User 10651,user10651@company.com,+1-967-1905,10651,login,2025-02-28 03:00:00Z
10652,User 10652,user10652@company.com,+1-809-8377,10652,view,2025-02-27 23:00:00
10653,User 10653,user10653@company.com,+1-563-1596,1010652,purchase,2025-02-28 05:00:00Z
10654,User 10654,user10654@company.com,+1-904-9109,10654,logout,2025-02-28 06:00:00Z
10655,User 10655,user10655@company.com,+1-689-3373,10655,purchase,2025-02-28 07:00:00Z
10656,User 10656,user10656@company.com,+1-465-7713,10656,logout,2025-02-28 08:00:00Z
10657,User 10657,user10657@company.com,+1-613-6711,10657,logout,2025-02-28 09:00:00Z
10658,User 10658,user10658@company.com,+1-932-1536,10658,login,2025-02-28 10:00:00Z
